BANK,IFSC,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
ALLAHABAD BANK,ALLA0211879,NADIAD VAISHALI ROAD,"NEAR VAISHALI CINEMA,VAISHALI ROAD ,NAD ,GUJARAT",2559684,AHMADABAD,AHMEDABAD,GUJARAT
ALLAHABAD BANK,ALLA0211880,SAGAR SIDHGUAN NAGAR,VILL & PO: ALANKARPUR VIA DIGHA DIST: EAST MIDNAPORE STATE: WEST BENGAL,230493,MEDINIPUR,MEDINIPUR,WEST BENGAL
ALLAHABAD BANK,ALLA0211881,CHENNAI TONDIARPET,"144 GA ROAD,TONDIARPET CHENNAI - 600 081 TONDIARPET TAMILNADU",25953803,CHENNAI,CHENNAI,TAMIL NADU
ALLAHABAD BANK,ALLA0211882,"AJWA ROAD, BARODA","DEVKI CHAMBER,IN FRONT OF MAHABIR HALL,AJWA ROAD, BARODA",2514085,VADODARA,VADODARA,GUJARAT
ALLAHABAD BANK,ALLA0211883,JAGATPUR,"NEW INDUSTRIAL ESTATE , VILL. P.O.- JAGATPUR,  ORISSA",2491375,CUTTACK,JAGATPUR,ODISHA
ALLAHABAD BANK,ALLA0211884,MUZAFFARPUR KANHAULI,GOSHALA ROAD P.O. RAMNA MUZAFFARPUR  BIHAR 842002,2288667,MUZAFFARPUR,MUZAFFARPUR,BIHAR
ALLAHABAD BANK,ALLA0211885,JAIPUR SUBHAS NAGAR,"SHOPPING CENTRE, SUBHAS NAGAR, JAIPUR RAJASTHAN 302016",2280616,JAIPUR,JAIPUR,RAJASTHAN
ALLAHABAD BANK,ALLA0211886,"GIDC MKT YARD, JAMNAGAR","NANDANVAN SOCIETY,SADHANA COLONY,GIDC PHASE-II ROAD,JAMNAGAR",2671874,JAMNAGAR,JAMNAGAR,GUJARAT
ALLAHABAD BANK,ALLA0211887,UDAIPUR GOURDHAN VILAS,"648, HIRAN MAGRI SECTOR - 13, UDAIPUR - 313001  RAJASTHAN",2584753,UDAIPUR,UDAIPUR,RAJASTHAN
ALLAHABAD BANK,ALLA0211888,SRIGANGA NAGAR UDA RAM CHOWK,"UDARAM CHOWK, SRIGANGA NAGAR, RAJASTHAN, PIN:335001",2475970,GANGANAGAR,GANGANAGAR,RAJASTHAN
ALLAHABAD BANK,ALLA0211889,RANCHI HATIA MA,"HATIA MARKET, ANEILLIARY CHOWK, TUPUNDANA DIST-RANCHI JHARKHAND834003",2290227,RANCHI,RANCHI,JHARKHAND
ALLAHABAD BANK,ALLA0211890,MADURAI ANNANAGAR,"391,MAIN ROAD, ANNANAGAR MADURAI TAMILNADU 625020",2533182,MADURAI,MADURAI,TAMIL NADU
ALLAHABAD BANK,ALLA0211892,BHERA ENCLAVE,"M-124 GURU HARKISHAN NAGAR ,  BHERA ENCLAVE,",25253771,NEW DELHI,DELHI,DELHI
ALLAHABAD BANK,ALLA0211893,"INDUSTRIAL FINANCE BRANCH,NEW DELHI","17, PARLIAMENT STREET?�?�?� , NEW DELHI",23342790,NEW DELHI,DELHI,DELHI
ALLAHABAD BANK,ALLA0211894,JUNAGADH CITY MKT. YARD,"(CITY MARKETING YARD) AGRI YARD,P.O. DAULATPARA, DIST - JUNAGARH,GUJARAT 362037",263022,JUNAGADH,JUNAGADH,GUJARAT
ALLAHABAD BANK,ALLA0211904,SURAT CITY NANA VARACHA,"ABOVE HOTEL  LUXMI FOOD INN,NANA VARACHA ROAD,SURAT",20556589,SURAT,SURAT,GUJARAT
ALLAHABAD BANK,ALLA0211905,P N P,"96, RAKSHAK SOCIETY PIMPLE NILAKH PHATA P.O.AUNDH CAMP, PUNE MAHARASHTRA 411027",7270942,PUNE,PUNE,MAHARASHTRA
ALLAHABAD BANK,ALLA0211907,MANGALORE RRB,"NO.20-7-435/9 HAMILTON CIRCLE, NEAR D.C OFFICE, MANGALORE",2428551,DAKSHINA KANNADA,MANGALORE,KARNATAKA
ALLAHABAD BANK,ALLA0211908,LUDHIANA VARDHMAN,"SAMRALA CHOWK, CHANDIGARH ROAD, LUDHIANA - 141011",2225285,LUDHIANA,LUDHIANA,PUNJAB
ALLAHABAD BANK,ALLA0211909,AMBATTUR VIJAYALAKSHMIPURAM,"VIJAYALAKSHMIPURAM, 4A MURUGAPPA READY ST. EXTN., AMBATTUR VENKATAPURAM, TAMILNADU 600053",26570850,CHENNAI,CHENNAI,TAMIL NADU
ALLAHABAD BANK,ALLA0211910,HALDIA BASUDEVPUR,"AT.NEAR GIRISH MORE, PO.KHANJACHAK,VIA-HALDIA DURGACHAK PURBA MIDNAPORE WEST BENGAL PURBA MIDNAPORE WEST BENGAL 721602",274322,PURBA MEDINIPUR,HALDIA,WEST BENGAL
ALLAHABAD BANK,ALLA0211911,DURAWAL KHURD,"VILL & PO DURAVAL KHURD DIST. SOUBHADRA,UTTAR PRADESH, UTTAR PRADESH",282463,SONBHADRA,DURAVAL KHURD,UTTAR PRADESH
ALLAHABAD BANK,ALLA0211913,"SSIFB ,KOLKATA","3, RED CROSS PLACE, KOLKATA -1",22480513,KOLKATA,KOLKATA,WEST BENGAL
ALLAHABAD BANK,ALLA0211915,"SAHEED NAGAR,BHUBANESHWAR","B-18 ,SAHEED NAGAR BHUBANESWAR-751007",2541148,KHURDA,BHUBANESWAR,ODISHA
ALLAHABAD BANK,ALLA0211916,AMBIKAPUR MAMUDPUR,"VILL. MAMUDPUR P.O.AMBIKAPUR MAMUDPUR ,DIST. NORTH 24PGS, WEST BENGAL",0,NORTH 24 PARGANAS,AMBIKAPUR MAMUDPUR,WEST BENGAL
ALLAHABAD BANK,ALLA0211917,MANDYA GANDHINAGAR,"BANNUR ROAD, NEAR WATER TANK,  DIST. MADHYA  KARNATAKA571401",222704,MANDYA,MANDYA,KARNATAKA
ALLAHABAD BANK,ALLA0211918,HATIARA,VILL & P.O. HATIARA (DHANKAL)-700059,25728627,NORTH 24 PARGANAS,BARASAT,WEST BENGAL
ALLAHABAD BANK,ALLA0211919,BIJAPUR BABLESWAR NAKA AREA,"KANTHI BUILDING,IBRAHIM REZA ROAD-586101",271356,BIJAPUR,BIJAPUR,KARNATAKA
ALLAHABAD BANK,ALLA0211920,KUMARPUKUR,"HASNABAD  ,DIST. NORTH 24PGS, WEST BENGAL",247885,NORTH 24 PARGANAS,HASNABAD,WEST BENGAL
ALLAHABAD BANK,ALLA0211921,PORT BLAIR,POST BOX NO. 304 PORT BLAIR 744101 ANDAMAN & NICOBAR ISLAND PORT BLAIR ANDAMAN&NICOBAR 744101,230267,ANDAMAN,PORT BLAIR,ANDAMAN AND NICOBAR ISLAND
ALLAHABAD BANK,ALLA0211922,CHATRA?�,"VILL CHATRA VIA RAMGARH P.O.MAZDA,P.S.PANNUGANY,,BLOCK ROBERTSGANJ,DIST.SOBHAD-,RA. UTTAR PRADESH UTTAR PRADESH",0,MIRZAPUR,MIRZAPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0211923,BHILWARA BADA MANDIR,"SATYAM COMPLEX, OPP.BANJARA HOTEL, INDRA MARKET BHILWARA. BHILWARA,RAJASTHAN",221223,BHILWARA,BHILWARA,RAJASTHAN
ALLAHABAD BANK,ALLA0211924,BHARATPUR (CIMMCO),"WARD NO. -45, KUMHERGATE,CIRCULAR ROAD, BHARATPUR,RAJASTHAN",229592,BHARATPUR,BHARATPUR,RAJASTHAN
ALLAHABAD BANK,ALLA0211925,BARGARH,"UPSIDC BUILDING STATION ROAD, VILL./ P.O.BARGARH DIST.- CHIRAKOOT, UTTAR PRADESH",244305,CHITRAKOOT,BARGARH,UTTAR PRADESH
ALLAHABAD BANK,ALLA0211926,TIRUCHIRAPPALLI,"71, GANAPATHY NAGAR, TIRUCHIRAPALLI - 620005",2433644,TIRUCHIORAPPALLI,TIRUCHIRAPPALLI,TAMIL NADU
ALLAHABAD BANK,ALLA0211927,"IIFB, LUDHIANA","165, INDUSTRIAL AREA -A, NEAR CHEEMA CHOWK, LUDHIANA - 141 003",5028065,LUDHIANA,LUDHIANA,PUNJAB
ALLAHABAD BANK,ALLA0211928,YAMUNA NAGAR MARKET,JAGADHARI ROAD NEAR ANAND MARKET DIST. YAMUNAGAR HARYANA135001,232194,YAMUNANAGAR,YAMUNANAGAR,HARYANA
ALLAHABAD BANK,ALLA0211929,S P NAGAR,"?�2ND FLOOR, NAVIN HOUSE, NAVRANGPURA AHMEDABAD",6460354,AHMEDABAD,AHMEDABAD,GUJARAT
ALLAHABAD BANK,ALLA0211930,BELGAUM,"BEHIND HARI MANDIR PLOT NO. 407A, 1-CROSS, BHAGYANAGARBELGAUM KARNATAKA 590006",2480107,BELGAUM,BELGAUM,WEST BENGAL
ALLAHABAD BANK,ALLA0211931,INGRAHAM INSTITUTE GHAZIABAD,"HAPUR ROAD, GHAZIABAD",2721617,NEW DELHI,DELHI,DELHI
ALLAHABAD BANK,ALLA0211932,NTPC TOWNSHIP K,"STPP KAHALGAON DIST BHAGALPUR, BIHAR",224571,PATNA,PATNA,BIHAR
ALLAHABAD BANK,ALLA0211933,BANGA,"RAILWAY ROAD BANGA,NAWANSHAHR",260752,NAVANSAHAR,BANGA,PUNJAB
ALLAHABAD BANK,ALLA0211934,PANCHKULA,"SCO -12A SECTOR-11, PANCHKULA, PIN-134113",2566453,PANCHKULA,PANCHKULA,HARYANA
ALLAHABAD BANK,ALLA0211935,MANDI GOVINDGARH,"G.T.ROAD,BELOW SAIL OFFICE,MANDI GOBINDGARH,TEHSIL AMLOH,DIST. FATEHGARH SAHIB",2558382,FATEHGARH SAHEB,GOBIND GARH,PUNJAB
ALLAHABAD BANK,ALLA0211936,SHIMLA,"BHAGRA NIVAS, THE MALL, SHIMLA, PIN-171001",2802527,SHIMLA,SIMLA,HIMACHAL PRADESH
ALLAHABAD BANK,ALLA0211937,SHAMLI,"DHIMANPURA, SHAMLI KAIRANA RD,SHAMLI, DIST.- MUZAFFARNAGAR,UTTAR PRADESH 247776",251641,MUZAFFARNAGAR,SHAMLI,UTTAR PRADESH
ALLAHABAD BANK,ALLA0211938,GURGAON,"SECTOR 4 -7  RAILWAY CROSSING, GURGAON",2334590,NEW DELHI,DELHI,DELHI
ALLAHABAD BANK,ALLA0211939,ROORKEE,"ALLAHABAD BANK,BATRA COMPLEX,18 CIVIL LINES,NEW HARDWAR ROAD,POST CIVIL LINES,DISTT.-HARDWAR,UTTARAKHAND-247667",274225,HARIDWAR,HARDWAR,UTTARAKHAND
ALLAHABAD BANK,ALLA0211940,KURUKSHETRA,"SCO 42, PLOT NO 17 SECTOR 13 URBAN ESTATE KURUSHETRA HARYANA 136118",222760,KURUKSHETRA,KURUKSHETRA,HARYANA
ALLAHABAD BANK,ALLA0211941,SIRSA,"68 ADDITIONAL GRAIN MARKET,JANTA BHAWAN ROAD, SIRSA,HARYANA 125056",220249,SIRSA,SIRSA,HARYANA
ALLAHABAD BANK,ALLA0211942,HANSI,"112/17 SAJJAN GAS AGENCY ROAD HABSI, DIST. HISAR HARYANA 125 033",254884,HISSAR,HANSI,HARYANA
ALLAHABAD BANK,ALLA0211945,HUBLI,"N.V. CHITTA COMPLEX. NEAR INDI PUMP AREA, P.O.HUBLI,  HUBLI KARNATAKA 580024",2365434,DHARWAD,HUBLI-DHARWAD,KARNATAKA
ALLAHABAD BANK,ALLA0211946,KAITHAL,PLOT NO 113-114/9 NEAR BUS STAND KAITHAL HARYANA 136027,225184,KAITHAL,KAITHAL,HARYANA
ALLAHABAD BANK,ALLA0211947,KARNAL,"PLOT NO 1199, SECTOR 6 URBAL P.O.KARNAL 132 001 HARYANA 132001",2284266,KARNAL,KARNAL,HARYANA
ALLAHABAD BANK,ALLA0211948,BAHADURGARH,"RAILWAY ROAD, BAHADURGARH",233481,JHANJHAR,BAHADURGARH,HARYANA
ALLAHABAD BANK,ALLA0211949,HABRA,"HABRA STATION ROAD, P.O. HABRA DIST, NORTH 24-PARGANAS  WEST BENGAL 743263",253278,NORTH 24 PARGANAS,HABRA,WEST BENGAL
ALLAHABAD BANK,ALLA0211950,HALDWANI,"ALLAHABAD BANK,BHOTIA PARAO,NAINITAL ROAD,HALDWANI-263139,DISTT. - NAINITAL,UTTARAKHAND",220960,NAINITAL,NAINITAL,UTTARAKHAND
ALLAHABAD BANK,ALLA0211952,"M.P. HOUSING BOARD, BHOPAL",M.P. HOUSING BOARD PARYAWAS BHAWAN JAIL ROAD BHOPAL,2761413,BHOPAL,BHOPAL,MADHYA PRADESH
ALLAHABAD BANK,ALLA0211954,PATNA BORING RD(MAGADH STOCK EXC.),"RAJ TOWERS(1ST FLOOR), BORING ROAD CROSSING DIST - PATNA  BIHAR 800001",2228748,PATNA,PATNA,BIHAR
ALLAHABAD BANK,ALLA0211956,IFB HYDERABAD,"?�IFB BRANCH,6-3-850/3, SRINIVAS PLAZA, NEAR SEESH MAHAL, AMEERPET,HYDERABAD-500016,ANDHRA PRADESH",23412156,HYDERABAD URBAN,HYDERABAD,ANDHRA PRADESH
ALLAHABAD BANK,ALLA0211957,INTERNATIONAL BRANCH,"41, ANNA SALAI,  CHENNAI -  PIN ?� 600 002.",28546272,CHENNAI,CHENNAI,TAMIL NADU
ALLAHABAD BANK,ALLA0211958,SATNA SSI FINAN,"2,MAHATMA GANDHI ROAD, AT/PO/DIST.-SATNA  485 001 MADHYA PRADESH",222202,SATNA,SATNA,MADHYA PRADESH
ALLAHABAD BANK,ALLA0211959,NEW AGRA,"C-2/48,GRIVS COMPLEX, KAMLA NAGAR,AGRA-282005",2181551,AGRA,AGRA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0211960,BARASAT S S I FINANCE,"GITA MARKET CHAMPADALI MORE BARASAT,DIST. NORTH 24PGS, WEST BENGAL",25242439,NORTH 24 PARGANAS,BARASAT,WEST BENGAL
ALLAHABAD BANK,ALLA0211962,RAJPURA,"RAJPURA, SHOPPING-CUM OFFICE 6-7, BLOCK-A, CALIBRE MARKET PATIALA ROAD, RAJPURA, DIST- PATIALA  PUNJAB 140401",227850,PATIALA,RAJPURA,PUNJAB
ALLAHABAD BANK,ALLA0211963,FAZILKA,"GAUSHALA ROAD, FAZILKA, DIST:FEROZPUR, PUNJAB, PIN:152123",260465,FEROZPUR,FAZILKA,PUNJAB
ALLAHABAD BANK,ALLA0211964,SURATGARH,"BIKANER RAOD, SURATGARH - 335804",222306,GANGANAGAR,SURATGARH,RAJASTHAN
ALLAHABAD BANK,ALLA0211965,BRIJ ENCLAVE,"BRIJ ENCLAVE, AKASH GANGA COMPLEX,SUNDER PUR,VARANASI,UTTAR PRADESH 221004",2318474,VARANASI,VARANASI,UTTAR PRADESH
ALLAHABAD BANK,ALLA0211966,VIJAY NAGAR,"PLOT NO. 31,SCHEME NO.54, VIJAY NAGAR,OPP.SAYAJI HOTEL, INDORE 452010?� PHONE NO. 0731-2553655",2545252,INDORE,INDORE,MADHYA PRADESH
ALLAHABAD BANK,ALLA0211967,KHURJA,"SHRI NAVA DURGA SHAKTI MANDIR SIIDDSHWAR ROAD, KHURJA DISTT.BULANDSHAHR DISTT.BULANDSHAHR BULANDSHAHR UTTAR PRADESH 203131",247568,BULANDSHAHR,KHURJA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0211968,JALANDHAR N.R.I.,"IST FLOOR, OPPOSITE NEHRU GARDEN, NEAR GPO, CIVIL LINES, JALANDHAR - 144001",2225812,JALANDHAR,JALANDHAR,PUNJAB
ALLAHABAD BANK,ALLA0211969,PALWAL,"OPPOSITE BUS STAND,G.T. ROAD BYE PASS, PALWAL, DISTT. - FARIDABAD,HARYANA 121102",251652,FARIDABAD,PALWAL,HARYANA
ALLAHABAD BANK,ALLA0211970,FATEHABAD,"G.T. ROAD(N.H. 10) FATEHABAD DISTT.-HISAR, HARYANA FATEHABAD HARYANA 0",223014,FATEHABAD,FATEHABAD,HARYANA
ALLAHABAD BANK,ALLA0211971,JIND,"OPPOSITE RANI-TALAB, JIND, DISTT.- JIND, HARYANA JIND HARYANA 0",257459,JIND,JIND,HARYANA
ALLAHABAD BANK,ALLA0211972,BHARUCH,"25 -27,GOLDEN PLAZA, M.G. ROAD,OPP. BSNL OFFICE ,BHARUCH,GUJARAT",267588,BHARUCH,BHARUCH,GUJARAT
ALLAHABAD BANK,ALLA0211973,KHANNA,"SHUKLA BUILDING, NEAR MALERKOTLA CHOWK, G.T.ROAD, KHANNA, DIST.- LUDHIANA PUNJAB 141401",232293,LUDHIANA,KHANNA,PUNJAB
ALLAHABAD BANK,ALLA0211974,R.D. UNIVERSITY,"UNIVERSITY(U) RDVY PREMISES, PACHPEDI SOUTH CIVIL LINES DIST JABALPUR  MADHYA PRADESH 482001",2604403,JABALPUR,JABALPUR,MADHYA PRADESH
ALLAHABAD BANK,ALLA0211975,"VASHI BRANCH, MUMBAI","?�SECTOR 17, ARENJA ARCHADE, VASHI",27894498,GREATER MUMBAI,MUMBAI,MAHARASHTRA
ALLAHABAD BANK,ALLA0211976,GOHANA,"NEAR BOY'S SECONDARY SCHOOL, PHAWARA CHOWK, OLD BUS STAND, CIVIL ROAD GOHANA, DIST.-SONEPA HARYANA  131301",254264,SONIPAT,GOHANA,HARYANA
ALLAHABAD BANK,ALLA0211977,KOSIKALAN,"HOUSE NO.100A,MANIRAM BAS, KOSIKALAN, DT. MATHURA, UTTAR PRADESH  281403",234963,MATHURA,KOSI KALAN,UTTAR PRADESH
ALLAHABAD BANK,ALLA0211978,ALWAYE,"659, MUKKATH PLAZA, BYE-PASS JUNCTION ROAD, ALWAYE, DIST-ERNAKULAM  KERALA 683101",2622657,ERNAKULAM,ALUVA,KERALA
ALLAHABAD BANK,ALLA0211979,BHATINDA,"TEENKONI CHOWK, GONIANA ROAD, NEAR MAAN PETROL PUMP, BHATINDA - 151001",2236171,BHATINDA,BHATINDA,PUNJAB
ALLAHABAD BANK,ALLA0211980,GOPALPUR PORT,"GOPALPUR PORT BRANCH, AT. ARJIPALLI,  DIST -GANJAM, ORISSA",262577,GANJAM,GOPALPUR,ODISHA
ALLAHABAD BANK,ALLA0211981,UDAIPUR NEW FATEHPURA,"KUMBHA MARG, 11-A, NEW FATHEPURA, UDAIPUR, RAJASTHAN- 313004",2561029,UDAIPUR,UDAIPUR,RAJASTHAN
ALLAHABAD BANK,ALLA0211982,BILASPUR VYAPAR VIHAR,"NEAR SRI SAI MANGALAM, RING ROAD , VYAPAR VIHAR, BILASPUR-495001",261940,BILASPUR,BILASPUR,CHHATTISGARH
ALLAHABAD BANK,ALLA0211983,MUMBAI QUICK CO,"ALLAHABAD BANK BUILDING, 3RD FLOOR, NO. 37, MUMBAI SAMACHAR MARG, FORT, MUMBAI  MAHARASHTRA 400023",0,GREATER MUMBAI,MUMBAI,MAHARASHTRA
ALLAHABAD BANK,ALLA0211985,JAIPUR TONK ROAD,"361, HIMMAT NAGAR, GOPLAPURA MOD, TONK ROAD JAIPUR",2552825,JAIPUR,JAIPUR,RAJASTHAN
ALLAHABAD BANK,ALLA0211986,KUNKURI,"AT/PO KUNKURI, JAISTAMBH CHOWK, TAPKARA ROAD , KUNKURI, DIST. JASPUR, PIN ?� 496225",250370,JASHPUR,KUNKURI,CHHATTISGARH
ALLAHABAD BANK,ALLA0211988,ANAND & RBB,"JAI LAXMI TOWERS,GANESH CHAUKDI,ANAND",261323,ANAND,ANAND,GUJARAT
ALLAHABAD BANK,ALLA0211989,"SECTOR-34 A , CHANDIGARH","SCO 23-24-25 , CITY CENTRE SECTOR-34 A, CHANDIGARH, PIN- 160012",2621896,CHANDIGARH,CHANDIGARH,CHANDIGARH
ALLAHABAD BANK,ALLA0211990,HISSAR,"SC F/90, GREEN SQUARE MARKET, HISAR, HARYANA 125001",2238169,HISSAR,HISAR,HARYANA
ALLAHABAD BANK,ALLA0211992,MOHALI,SCF NO 73 PHASE NO. 9 MOHALI (DISTT ROOPNAGAR) PUNJAB. 160003,2231201,RUPNAGAR,SAS NAGAR(MOHALI),PUNJAB
ALLAHABAD BANK,ALLA0211993,LUCKNOW JANAKIPURAM,LUCKNOW,2731976,LUCKNOW,LUCKNOW,UTTAR PRADESH
ALLAHABAD BANK,ALLA0211994,LUDHIANA SSIFB,"SSI BRANCH, B-XXIV 2677, RAHON ROAD, SUNDER NAGAR, LUDHIANA,PUNJAB 141007",2605754,LUDHIANA,LUDHIANA,PUNJAB
ALLAHABAD BANK,ALLA0211996,KENDRAPARA,"TARINI MARKET COMPLEX, TINIMOHANI, KENDRAPARA, ORISSA",220766,KENDRAPARA,KENDRAPARA,ODISHA
ALLAHABAD BANK,ALLA0211997,BARIPADA,"P.O.STATION BAZAR, AT & PO. BARIPADA, DIST. MAYUR BHANJ, ORISSA -757001",262284,MAYURBHANJ,BARIPADA,ODISHA
ALLAHABAD BANK,ALLA0211999,SAIDPUR ?�,"GHAZIPUR ROAD, POST- SAIDPUR DIST-GHAZIPUR UP",222713,GHAZIPUR,SAIDPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0212000,CHANDAULI ?�,"G.T. ROAD, CHANDAULI, DIST. CHANDAULI, U.P.",212099,CHANDAULI,CHANDAULI,UTTAR PRADESH
ALLAHABAD BANK,ALLA0212001,KACHNAR (RAJTALAB),"G.T. ROAD, P.O. RAJATALAB, DIST. VARANASI, U.P.",2632616,SITAPUR,KACHNAR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0212004,ANAND VIHAR,"B-3, ASHOKA NIKETAN, ANAND VIHAR, DELHI",22161418,NEW DELHI,DELHI,DELHI
ALLAHABAD BANK,ALLA0212006,SSIFB RAMGARH,"MAIN ROAD, THANA CHOWK, (NEAR JAIN PETROL SUPPLY CO.), RAMGARH CANTT, DIST-HAZARIBAGH, PIN-829122",221972,HAZARIBAGH,RAMGARH,JHARKHAND
ALLAHABAD BANK,ALLA0212008,RANCHI SPECIALI,"SRADHANAND ROAD (NEAR MAHABIR CHOWK) UPPER BAZAR,  DIST-RANCHIJHARKHAND 834001",2210253,RANCHI,RANCHI,JHARKHAND
ALLAHABAD BANK,ALLA0212009,BHUBANESWAR NAYAPALLY,"3-1/B, CIVIC CENTER, IRC VILLAGE, NAYAPALLI, BHUBANESWAR ?� 751015",2555194,KHURDA,BHUBANESWAR,ODISHA
ALLAHABAD BANK,ALLA0212010,"ASHOK NAGAR,BHUBANESHWAR","ASHOKE NAGAR ,BHUBANESWAR",2533366,KHURDA,BHUBANESWAR,ODISHA
ALLAHABAD BANK,ALLA0212011,BANGALORE HANUMANTHNAGAR,"BMS ENGG. COLLEGE CAMPUS, HANUMANTHNAGAR, BANGALORE KARNATAKA560019",26675727,BANGALORE URBAN,BANGALORE,KARNATAKA
ALLAHABAD BANK,ALLA0212013,RINPAS,"RINPAS BRANCH, P.O-KANKE DIST-RANCHI JHARKHAND 834006",2451120,RANCHI,RANCHI,JHARKHAND
ALLAHABAD BANK,ALLA0212015,SARAIKELLA,"WARD NO-2, HOUSE OF HARIHAR PRASAD SAHU, P.O-SARAIKELLA DIST-SARAIKELA JHARKHAND833219",234233,SARAIKELA,SERAIKELA,JHARKHAND
ALLAHABAD BANK,ALLA0212016,CHANDMARI,"NEAR RAILWAY GATE NO.1, TEZPUR, P.O.HAZARAPAR, DIST. SONITPUR, ASSAM. PIN-784001",225537,SONITPUR,CHANDAMARI,ASSAM
ALLAHABAD BANK,ALLA0212017,SUPELA BHILLAI,"NAGAR PALIKA COMPLEX,G.E. ROAD , SUPELA,BHILAI DIST - DURG CHATTISGARH 490023",2295289,DURG,DURG,CHHATTISGARH
ALLAHABAD BANK,ALLA0212018,LUDHIANA SPL. CAF. BRANCH,"FIROZPUR ROAD, LUDHIANA, PUNJAB-141004",2450769,LUDHIANA,LUDHIANA,PUNJAB
ALLAHABAD BANK,ALLA0212019,AVALAHALLI,"BMS INSTITUTE OF TECHNOLOGY, DOODABALLARPUR MAIN ROAD, VILL. AVALAHALLI, SINGANAYAKAN HALLI POST,YELAHANKA  KARNATAKA 560064",28567784,BANGALORE URBAN,AVALAHALLI,KARNATAKA
ALLAHABAD BANK,ALLA0212020,GORAKHPUR ST. A,ST. ANDREW'S COLLEGE GORAKHPUR - 273001 DISTT-GORAKHPUR  UTTAR PRADESH,2341409,GORAKPUR,GORAKHPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0212021,AVN COLLEGE,"A.V. N. COLLEGE, P.O. DISTT. - VISAKHAPATANAM, ANDHRA PRADESH",2563608,HYDERABAD,HYDERABAD,ANDHRA PRADESH
ALLAHABAD BANK,ALLA0212022,KASHI VIDYAPITH,KASHI VIDYAPITH C/314-2 VIDYAPITH ROAD VARANASI -221002 UTTAR PRADESH,224934,VARANASI,VARANASI,UTTAR PRADESH
ALLAHABAD BANK,ALLA0212023,SEA BEACH,"NEW MARINE DRIVE ROAD  , NEAR SWARGADWAR,  PURI ,  ORISSA",230559,PURI,PURI,ODISHA
ALLAHABAD BANK,ALLA0212024,RAJAHMUNDRY,"D.NO.46-15-17, NEAR MAHATMA GANDHI PARK,DANAVAI PET,RAJAHMUNDRY  DIST. EAST GODAVARI  ANDHRA PRADESH 533101",2446488,EAST GODAVARI,RAJAHMUNDRY,ANDHRA PRADESH
ALLAHABAD BANK,ALLA0212025,TREASURY BRANCH,"3RD FLOOR, ALLAHABAD BANK BUILDING, 37 MUMBAI SAMACHAR MARG, FORT, MUMBAI - 400023",22702745,GREATER BOMBAY,MUMBAI,MAHARASHTRA
ALLAHABAD BANK,ALLA0212026,KESINGA,"MAIN ROAD, OPP. ELECTRICAL OFFICE, P.O. KESINGA,,DIST. KALAHANDI,ORISSA 766012 ORISSA",222600,KALAHANDI,KESINGA,ODISHA
ALLAHABAD BANK,ALLA0212027,KIIT (KALINGA INSTT.INFORMATION TECH),"KIIT CAMPUS-I,P.O. KIIT, BHUBANESWAR, ORISSA ?� 751024",2742392,KHURDA,BHUBANESWAR,ODISHA
ALLAHABAD BANK,ALLA0212029,BANGALORE BTM LAYOUT,"947, 16TH MAIN ROAD, 2ND STAGE, BTM LAYOUT, BANGALORE - 560076",26781875,BANGALORE URBAN,BANGALORE,KARNATAKA
ALLAHABAD BANK,ALLA0212047,MAITREE VIHAR,"S-3, PHASE - II ,MAITREE VIHAR,BHUBHANESHWAR,ORISSA",2300177,KHURDA,BHUBANESWAR,ODISHA
ALLAHABAD BANK,ALLA0212049,LAHERIA SARAI,"ALLAHABAD BANK, COMMERCIAL CHOWK,DISTT. :- DARBHANGA, BIHAR, PIN CODE:-846001",244571,DARBHANGA,DARBHANGA,BIHAR
ALLAHABAD BANK,ALLA0212050,EDAPPAL,"EDAPPAL, MALAPPIRAM,KERELA",2682999,MALAPURAM,EDAPPAL,KERALA
ALLAHABAD BANK,ALLA0212052,NIBM - KONDWA,"SUNSHREE PLAZA, NIBM ROAD, KHUNDA KHURD PUNE - 411 048  MAHARASHTRA",26855803,PUNE,PUNE,MAHARASHTRA
ALLAHABAD BANK,ALLA0212053,LITERACY HOUSE,"KANPUR ROAD, ALAMBAGH,LUCKNOW,UTTAR PRADESH",2470264,LUCKNOW,LUCKNOW,UTTAR PRADESH
ALLAHABAD BANK,ALLA0212054,GORAKHPUR G.N.N,GORAKHPUR GORAKHPUR UTTAR PRADESH 273015,2250753,GORAKPUR,GORAKHPUR,UTTAR PRADESH
ALLAHABAD BANK,ALLA0212055,BAIRIA,VILL. AND P.O. BAIRIA DISTT. BALLIA (U.P.) PIN 277208,263197,BALLIA,BAIRIA,UTTAR PRADESH
ALLAHABAD BANK,ALLA0212056,CMS,"VISHAL KHAND - II, GOMTI NAGAR, LUCKNOW LUCKNOW UTTAR PRADESH",2397798,LUCKNOW,LUCKNOW,UTTAR PRADESH
